id,Machine failure,Probability
136429,0,0.9976264666611138
136430,0,0.9987003708180373
136431,0,0.9971242460353542
136432,0,0.9965524538557825
136433,0,0.9962798659832973
136434,0,0.9971097186091001
136435,0,0.9962844156129411
136436,0,0.9946812289886965
136437,0,0.9988054373434858
136438,0,0.9987182048050913
136439,0,0.9974980853256676
136440,0,0.9973934121725154
136441,0,0.9987540941263114
136442,0,0.9980975366179649
136443,0,0.9976752705858467
136444,0,0.9946136307716404
136445,0,0.9988770800876975
136446,1,0.9944476838484001
136447,0,0.9975220708004823
136448,0,0.9983442069007156
136449,0,0.9937726397535961
136450,0,0.9959365891899512
136451,0,0.9815815755751587
136452,0,0.9813200651111286
136453,0,0.9960553121592748
136454,0,0.9985290739814694
136455,0,0.9983262946401383
136456,0,0.9934348153307986
136457,0,0.9938685440020525
136458,0,0.9950724028990336
136459,0,0.9964767244956689
136460,0,0.9968207242842582
136461,0,0.9986105412994588
136462,0,0.9821023613125297
136463,0,0.9981493498028549
136464,0,0.9972040433466272
136465,0,0.9983070005441725
136466,0,0.997660996398502
136467,0,0.9986828814316053
136468,0,0.9971859470140689
136469,0,0.9984400504367582
136470,0,0.997444793370998
136471,0,0.9909969835630913
136472,0,0.99329302907003
136473,0,0.9973463992961913
136474,0,0.9979180404255709
136475,0,0.9963522040364264
136476,0,0.9933209653914579
136477,0,0.9974801123303813
136478,0,0.9977176533519189
136479,0,0.9985948747714241
136480,0,0.9944013974152246
136481,0,0.9974313258485207
136482,0,0.9733124124741485
136483,0,0.9966078956772719
136484,0,0.9987594541221764
136485,0,0.9985016151905
136486,0,0.9977937663421512
136487,0,0.9984511973144067
136488,0,0.9956881468795041
136489,0,0.9988100235917066
136490,0,0.9778278619746945
136491,0,0.9959979670391166
136492,0,0.9965221557794436
136493,0,0.9964696089270619
136494,0,0.9987703299374487
136495,0,0.9974470844399661
136496,0,0.9954465322127921
136497,0,0.9975657045852964
136498,0,0.9908728384181341
136499,0,0.9984646337122475
136500,0,0.9991497404098645
136501,0,0.9984819597398781
136502,0,0.994327686522715
136503,0,0.997046349764084
136504,0,0.998653944507697
136505,0,0.998744661510567
136506,0,0.9972501336952687
136507,0,0.9992548271534336
136508,0,0.9987227640928849
136509,0,0.9961189227269114
136510,0,0.9982716427555766
136511,0,0.990217716708669
136512,0,0.9989833141878725
136513,0,0.9935862643629785
136514,0,0.9978695221907813
136515,0,0.9975654612619325
136516,0,0.996635242494411
136517,0,0.9982011379372713
136518,0,0.9982958713636841
136519,0,0.9972587169612976
136520,0,0.9978185066908197
136521,0,0.9981394956467018
136522,0,0.9970447003771917
136523,0,0.9987377355841859
136524,0,0.9985349214953284
136525,0,0.9950989458598685
136526,0,0.9939101796769021
136527,0,0.9927500612369506
136528,0,0.998771213766697
136529,0,0.99381616842897
136530,0,0.9971096533198084
136531,0,0.9964920676742146
136532,0,0.9964403934824405
136533,0,0.9966765766484307
136534,0,0.9994120750439356
136535,0,0.9974662575718156
136536,0,0.997692157539011
136537,0,0.9990875908995509
136538,0,0.994745137363565
136539,0,0.9986178271829684
136540,0,0.9977902920814705
136541,0,0.9991084568671648
136542,0,0.995926377371354
136543,0,0.992341477762199
136544,0,0.9976612699854078
136545,0,0.9960045941976063
136546,0,0.9991006089980372
136547,0,0.9969715866153274
136548,0,0.9975857303865783
136549,0,0.9979778517446446
136550,0,0.99304048616662
136551,0,0.9985064242038133
136552,0,0.9982874506408925
136553,0,0.998593718133683
136554,0,0.997198214266851
136555,0,0.9865788966264126
136556,0,0.9936351204510189
136557,0,0.9959147254118128
136558,0,0.9960274595200788
136559,0,0.9972039478567196
136560,0,0.994634015349716
136561,0,0.9927774417771107
136562,0,0.9979865032965363
136563,0,0.9970521879231007
136564,0,0.9982176618742081
136565,0,0.9831975150243
136566,0,0.9987697099513347
136567,0,0.995244671131843
136568,0,0.9962582412574587
136569,0,0.9960490084899457
136570,0,0.9990840096643152
136571,0,0.9934353744127582
136572,0,0.9960048341897175
136573,0,0.9984020003849174
136574,0,0.9946357813608259
136575,0,0.9985179705393943
136576,0,0.9950910949336517
136577,0,0.9947450833985336
136578,0,0.9985611502999449
136579,0,0.9942935220839138
136580,0,0.9985216110638269
136581,0,0.9986247013492825
136582,0,0.9986988857468451
136583,0,0.9984678211870749
136584,0,0.9979881878176242
136585,0,0.9963152797482219
136586,0,0.9542768582140625
136587,0,0.9990374671651794
